id,created_at,text
1539058899839492098,2022-06-21 01:33:30+00:00,"b'Al transitar por Luis Encinas Jhonson, San Benito, Hermosillo encontrar\xc3\xa1s un #accidente de #tr\xc3\xa1nsito atendido por #CruzRojaMexicana, ten cuidado y disminuye tu velocidad  https://t.co/Iq84lmWqex'"
1539056512047407104,2022-06-21 01:24:01+00:00,"b'Personal de #CruzRojaMexicana auxilian a un paciente en No Reelecci\xc3\x93n, Ju\xc3\xa1rez, Navojoa, debido a un #accidente de #tr\xc3\xa1nsito https://t.co/Q3sotcS3Ls'"
1539055468382928898,2022-06-21 01:19:52+00:00,"b'Veh\xc3\xadculos de #emergencia y #CruzRojaMexicana acuden a 12 de Octubre, San Benito, Hermosillo a auxiliar por un #accidente de #tr\xc3\xa1nsito https://t.co/d7Q5yHQiOh'"
1539039784034881536,2022-06-21 00:17:33+00:00,"b'Una #ambulancia de #CruzRojaMexicana est\xc3\xa1 atendiendo un #accidente de #tr\xc3\xa1nsito en Chihuahua, Campestre, Cajeme extrema precauciones al pasar por ese lugar https://t.co/aTx5sFn0wG'"
1539036601598328835,2022-06-21 00:04:54+00:00,"b'Al transitar por Calzada, Campanario, Cajeme encontrar\xc3\xa1s un #accidente de #tr\xc3\xa1nsito atendido por #CruzRojaMexicana, ten cuidado y disminuye tu velocidad  https://t.co/qYoC32eiqM'"
1539027125600243712,2022-06-20 23:27:15+00:00,"b'Una #ambulancia de #CruzRojaMexicana labora atendiendo a un paciente herido por un #accidente de #tr\xc3\xa1nsito en Carretera Cananea Agua Prieta, El Dorado, Cananea https://t.co/iBnvpyaEXy'"
1539024239910694913,2022-06-20 23:15:47+00:00,"b'Veh\xc3\xadculos de #emergencia y #CruzRojaMexicana acuden a Rocaportense, Luis Donaldo Colosio, Puerto Pe\xc3\xb1asco a auxiliar por un #accidente de #tr\xc3\xa1nsito https://t.co/0t9vAff8gX'"
1539008474528743424,2022-06-20 22:13:08+00:00,"b'#CruzRojaMexicana est\xc3\xa1 atendiendo un #accidente de #tr\xc3\xa1nsito en 900, Marte R G\xc3\xb3mez, Cajeme con una #ambulancia donada con tus aportaciones https://t.co/VvqTcbOidB'"
1539008317057531905,2022-06-20 22:12:30+00:00,"b'Una #ambulancia de #CruzRojaMexicana labora atendiendo a un paciente herido por un #accidente de #tr\xc3\xa1nsito en Boulevard Vills del rey, Villas Del Rey, Cajeme https://t.co/rfX1JjHlBF'"
1539004385715539969,2022-06-20 21:56:53+00:00,"b'Una #ambulancia de #CruzRojaMexicana labora atendiendo a un paciente herido por un #accidente de #tr\xc3\xa1nsito en Carretera a Zamora, San Pedro El Saucito, Hermosillo https://t.co/8arC4TUJHH'"
